Response,Effective To Date,Customer,State,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Number of Open Complaints,Months Since Last Claim,Coverage,Monthly Premium Auto,Policy Type,Policy,Months Since Policy Inception,Number of Policies,Renew Offer Type,Vehicle Class,Vehicle Size,Sales Channel,Total Claim Amount,Customer Lifetime Value
0,2001-11-11,NG34818,California,Bachelor,Employed,M,42314,Rural,Married,0,23,Extended,80,Personal Auto,Personal L3,78,3,Offer3,Four-Door Car,Small,Web,56.39419,6282.079645
0,2002-09-11,EE95568,California,Bachelor,Employed,F,89892,Urban,Single,0,9,Extended,135,Personal Auto,Personal L3,6,9,Offer1,SUV,Medsize,Call Center,526.248798,10954.38352
0,1/29/11,LM84166,California,Bachelor,Unemployed,M,0,Suburban,Single,1,33,Extended,92,Personal Auto,Personal L1,41,1,Offer1,Two-Door Car,Medsize,Agent,662.4,3164.378577
0,1/20/11,RO32883,Oregon,Bachelor,Unemployed,F,0,Rural,Married,4,18,Premium,117,Personal Auto,Personal L3,84,8,Offer1,Four-Door Car,Medsize,Branch,91.055318,7804.597655
0,2001-06-11,OI68331,California,Doctor,Employed,F,21576,Suburban,Married,0,27,Basic,65,Personal Auto,Personal L3,16,3,Offer4,Four-Door Car,Medsize,Web,312,5207.197499
1,1/20/11,PW95813,Oregon,High School or Below,Retired,F,10312,Suburban,Married,0,10,Extended,78,Personal Auto,Personal L1,63,1,Offer2,Four-Door Car,Large,Agent,486.278557,2886.451602
0,2/28/11,LM50087,Arizona,College,Employed,F,50632,Rural,Married,0,26,Basic,62,Corporate Auto,Corporate L2,42,1,Offer3,Two-Door Car,Medsize,Agent,54.961039,2483.642397
0,2002-04-11,JD82896,California,High School or Below,Unemployed,F,0,Suburban,Single,0,5,Extended,139,Personal Auto,Personal L2,29,1,Offer2,SUV,Medsize,Branch,1000.8,4896.261605
0,1/26/11,KA62636,Oregon,High School or Below,Employed,M,97917,Urban,Single,5,14,Basic,67,Personal Auto,Personal L2,32,3,Offer4,Two-Door Car,Medsize,Agent,279.184512,4928.001408
0,2001-05-11,VG85511,Arizona,College,Medical Leave,M,28280,Suburban,Married,0,7,Basic,116,Personal Auto,Personal L3,55,9,Offer2,Sports Car,Medsize,Web,556.8,8759.592518
0,2/15/11,GT18023,California,High School or Below,Employed,F,86195,Urban,Married,0,12,Extended,139,Special Auto,Special L2,10,3,Offer1,SUV,Medsize,Agent,601.667902,11281.52451
0,1/25/11,VI35467,Nevada,Master,Employed,F,89797,Rural,Married,0,19,Basic,106,Personal Auto,Personal L3,8,1,Offer2,SUV,Small,Web,70.958361,4315.6705
0,1/23/11,LF75926,Arizona,College,Unemployed,M,0,Suburban,Married,0,16,Basic,63,Personal Auto,Personal L3,5,5,Offer2,Four-Door Car,Medsize,Agent,302.4,4491.909095
0,2002-04-11,SS13550,Nevada,High School or Below,Unemployed,M,0,Suburban,Single,0,1,Basic,192,Personal Auto,Personal L3,27,1,Offer2,Luxury SUV,Large,Call Center,1921.248929,6745.248379
0,2002-11-11,AA34092,California,College,Employed,M,33635,Suburban,Married,0,1,Extended,240,Personal Auto,Personal L3,23,2,Offer1,Luxury SUV,Medsize,Web,1152,28799.95415
0,1/31/11,GQ15708,Oregon,Bachelor,Medical Leave,M,29790,Suburban,Married,0,25,Basic,194,Personal Auto,Personal L2,49,3,Offer1,Luxury SUV,Medsize,Agent,931.2,14503.02129
0,2001-09-11,JR72064,Arizona,High School or Below,Employed,M,44656,Suburban,Married,0,2,Basic,70,Personal Auto,Personal L2,80,2,Offer2,Two-Door Car,Medsize,Branch,336,8270.625331
1,1/14/11,AN79079,Arizona,Doctor,Employed,M,40870,Suburban,Married,0,3,Basic,105,Personal Auto,Personal L2,56,2,Offer1,SUV,Large,Agent,504,12731.95161
0,2/13/11,DS45844,California,College,Unemployed,M,0,Rural,Married,0,8,Basic,117,Corporate Auto,Corporate L3,64,1,Offer3,Sports Car,Medsize,Agent,94.94292,4167.094538
0,2002-03-11,QJ90136,California,High School or Below,Employed,F,28363,Suburban,Divorced,0,0,Extended,133,Personal Auto,Personal L3,35,3,Offer1,Sports Car,Medsize,Agent,638.4,10455.48983
0,2/28/11,OS95734,California,Bachelor,Employed,F,94508,Suburban,Married,0,27,Extended,88,Personal Auto,Personal L3,54,3,Offer4,Four-Door Car,Medsize,Agent,491.384479,7074.398104
0,2001-03-11,KT21352,Oregon,High School or Below,Unemployed,M,0,Suburban,Married,0,24,Basic,64,Personal Auto,Personal L2,73,2,Offer1,Four-Door Car,Large,Branch,324.695555,7046.478698
0,2002-02-11,CG33085,Oregon,Doctor,Unemployed,M,0,Suburban,Divorced,0,13,Extended,124,Personal Auto,Personal L3,1,2,Offer3,SUV,Medsize,Agent,696.034509,13357.44544
0,2002-04-11,IU94124,Arizona,College,Unemployed,M,0,Suburban,Single,1,10,Extended,77,Personal Auto,Personal L3,36,2,Offer1,Four-Door Car,Small,Branch,554.4,18708.75831
0,1/22/11,HW93117,California,Bachelor,Unemployed,F,0,Suburban,Single,0,10,Basic,116,Corporate Auto,Corporate L3,99,3,Offer1,Sports Car,Medsize,Branch,835.2,8169.334846
0,1/21/11,ON63161,Oregon,High School or Below,Disabled,F,18017,Suburban,Divorced,0,23,Premium,114,Personal Auto,Personal L3,54,9,Offer2,Four-Door Car,Medsize,Call Center,547.2,8583.272854
0,2/28/11,HT64629,Washington,High School or Below,Unemployed,F,0,Suburban,Single,0,15,Basic,117,Personal Auto,Personal L2,68,2,Offer2,SUV,Medsize,Branch,930.594707,12234.36232
0,1/17/11,XE59612,Nevada,High School or Below,Employed,M,63741,Rural,Single,0,25,Extended,91,Corporate Auto,Corporate L1,15,6,Offer3,Four-Door Car,Medsize,Call Center,36.980596,7185.673718
0,1/18/11,VZ39362,Oregon,High School or Below,Employed,F,57078,Suburban,Married,1,26,Basic,113,Personal Auto,Personal L3,13,8,Offer1,Sports Car,Large,Call Center,542.4,9060.204521
0,2/28/11,SL71970,Oregon,High School or Below,Unemployed,F,0,Suburban,Single,0,21,Basic,67,Special Auto,Special L3,28,1,Offer2,Four-Door Car,Medsize,Agent,458.661381,2336.177331
0,1/31/11,YO29244,Oregon,Bachelor,Employed,F,25239,Rural,Divorced,0,30,Basic,100,Personal Auto,Personal L3,59,7,Offer3,SUV,Medsize,Branch,150.96491,7995.41091
0,1/17/11,TN85931,Oregon,High School or Below,Employed,F,29227,Suburban,Married,0,0,Basic,74,Special Auto,Special L3,83,7,Offer1,Two-Door Car,Medsize,Branch,421.19002,5897.555427
1,1/28/11,PP92749,California,Bachelor,Employed,F,60021,Suburban,Married,0,12,Extended,99,Special Auto,Special L2,28,1,Offer2,Four-Door Car,Small,Agent,882.871945,3939.00637
0,2/25/11,MB54287,Oregon,Bachelor,Unemployed,F,0,Suburban,Single,0,23,Basic,73,Personal Auto,Personal L3,59,1,Offer1,Four-Door Car,Small,Branch,780.57363,2695.352444
0,2/22/11,JQ93340,Nevada,High School or Below,Employed,M,83208,Urban,Married,0,10,Basic,68,Special Auto,Special L2,93,4,Offer2,Four-Door Car,Small,Call Center,325.866271,5459.216794
0,2002-10-11,LN20978,Oregon,Bachelor,Employed,F,25983,Suburban,Married,0,32,Extended,90,Corporate Auto,Corporate L2,43,2,Offer2,Four-Door Car,Small,Web,432,10721.61076
1,2002-12-11,ZD59913,Oregon,High School or Below,Medical Leave,F,25965,Suburban,Divorced,0,23,Basic,65,Corporate Auto,Corporate L3,27,1,Offer1,Four-Door Car,Medsize,Agent,329.206567,2491.257604
0,2001-11-11,BG80246,Arizona,College,Disabled,F,22679,Suburban,Married,0,25,Basic,72,Personal Auto,Personal L3,32,4,Offer1,Two-Door Car,Small,Branch,345.6,5570.17755
0,2002-12-11,VP48253,Arizona,High School or Below,Employed,M,41186,Urban,Single,4,15,Basic,70,Personal Auto,Personal L3,29,3,Offer1,Four-Door Car,Medsize,Agent,242.320409,5100.737803
0,1/22/11,BR39076,California,High School or Below,Unemployed,F,0,Suburban,Divorced,0,7,Basic,67,Personal Auto,Personal L3,4,2,Offer2,Four-Door Car,Medsize,Agent,445.702958,7633.821822
0,1/31/11,ZD29731,California,College,Employed,M,29070,Suburban,Married,2,8,Basic,61,Personal Auto,Personal L2,99,3,Offer3,Two-Door Car,Small,Call Center,292.8,4656.665064
0,1/31/11,QR88427,Nevada,Bachelor,Unemployed,F,0,Suburban,Single,0,13,Basic,63,Personal Auto,Personal L3,49,7,Offer1,Four-Door Car,Small,Agent,302.4,4363.1982
0,2002-04-11,WN69789,California,College,Employed,F,33485,Suburban,Married,0,6,Basic,63,Personal Auto,Personal L3,41,1,Offer4,Four-Door Car,Medsize,Call Center,343.705799,2526.729022
0,1/17/11,LZ39487,Washington,High School or Below,Employed,F,58206,Suburban,Married,0,2,Basic,64,Personal Auto,Personal L2,56,3,Offer3,Four-Door Car,Small,Branch,454.188803,5122.718927
0,2/26/11,GO42840,Oregon,High School or Below,Employed,M,87492,Urban,Married,0,15,Basic,62,Personal Auto,Personal L2,69,1,Offer3,Two-Door Car,Medsize,Agent,264.461805,2483.544888
0,2/20/11,SR96970,Oregon,Bachelor,Unemployed,M,0,Suburban,Married,0,29,Extended,98,Personal Auto,Personal L3,37,1,Offer2,Four-Door Car,Small,Call Center,705.6,3489.276369
0,1/18/11,ED90879,Nevada,Bachelor,Employed,M,20757,Rural,Single,3,6,Premium,102,Corporate Auto,Corporate L3,74,9,Offer1,Four-Door Car,Medsize,Agent,216.4268,7325.917302
0,2002-05-11,SS69401,Oregon,College,Employed,F,23449,Suburban,Married,0,33,Basic,61,Corporate Auto,Corporate L3,2,8,Offer2,Four-Door Car,Medsize,Web,292.8,4841.057535
0,2002-05-11,VF32335,Arizona,College,Unemployed,M,0,Suburban,Single,0,35,Basic,192,Personal Auto,Personal L2,34,2,Offer1,Luxury SUV,Small,Web,921.6,19964.39708
0,2002-10-11,WX14028,Nevada,College,Employed,F,60455,Suburban,Single,0,20,Basic,104,Personal Auto,Personal L1,25,2,Offer4,SUV,Medsize,Agent,499.2,32450.39142
0,2002-09-11,FP99321,Washington,High School or Below,Unemployed,M,0,Suburban,Single,4,12,Extended,89,Personal Auto,Personal L3,73,1,Offer1,Four-Door Car,Small,Branch,640.8,2628.171324
0,1/15/11,QF21628,California,High School or Below,Employed,M,53588,Suburban,Married,0,10,Extended,77,Personal Auto,Personal L3,71,1,Offer2,Four-Door Car,Medsize,Branch,369.6,3095.627124
1,1/14/11,OR40901,California,Doctor,Employed,M,40870,Suburban,Married,0,3,Basic,105,Corporate Auto,Corporate L3,56,2,Offer1,SUV,Large,Agent,504,12731.95161
0,2001-08-11,NF82527,Arizona,Bachelor,Unemployed,M,0,Suburban,Married,0,11,Basic,71,Personal Auto,Personal L3,68,1,Offer2,Two-Door Car,Large,Call Center,340.8,2631.564135
0,2002-01-11,GD84658,Nevada,High School or Below,Unemployed,F,0,Suburban,Single,0,2,Extended,129,Corporate Auto,Corporate L2,69,2,Offer1,Sports Car,Medsize,Agent,1267.549091,35984.10457
0,1/17/11,PA14842,Washington,High School or Below,Employed,F,45128,Rural,Married,0,13,Basic,72,Special Auto,Special L2,34,1,Offer4,Four-Door Car,Medsize,Branch,66.667784,2906.893312
0,2/18/11,SA45648,California,Bachelor,Employed,M,90874,Urban,Married,4,18,Extended,137,Personal Auto,Personal L3,28,3,Offer1,SUV,Medsize,Call Center,459.785009,10628.06415
0,2001-09-11,IQ37561,Arizona,High School or Below,Employed,F,52823,Rural,Married,0,7,Extended,95,Personal Auto,Personal L3,15,5,Offer2,Two-Door Car,Medsize,Branch,125.768818,7590.961288
0,2001-09-11,TP34946,California,College,Disabled,M,26784,Suburban,Married,0,14,Basic,67,Corporate Auto,Corporate L3,82,8,Offer3,Four-Door Car,Small,Branch,482.4,5108.038755
0,2/13/11,TL20040,Oregon,College,Employed,M,22354,Suburban,Married,0,27,Basic,118,Personal Auto,Personal L1,9,2,Offer1,SUV,Small,Call Center,775.526054,13989.84697
0,2001-05-11,JM96431,Oregon,College,Employed,M,54420,Suburban,Single,0,27,Extended,80,Personal Auto,Personal L1,0,1,Offer2,Four-Door Car,Medsize,Call Center,576,3115.704933
0,2002-09-11,LN10007,Oregon,College,Employed,F,50800,Suburban,Married,0,1,Basic,112,Corporate Auto,Corporate L2,45,2,Offer1,Sports Car,Medsize,Call Center,621.218119,13369.44267
0,2/24/11,WY17451,Oregon,College,Unemployed,F,0,Suburban,Single,1,12,Extended,87,Personal Auto,Personal L3,12,2,Offer1,Four-Door Car,Medsize,Call Center,417.6,8621.185568
0,2002-12-11,XS30210,Arizona,College,Employed,M,84583,Urban,Married,0,6,Basic,65,Corporate Auto,Corporate L1,50,2,Offer2,Four-Door Car,Small,Branch,238.868659,10359.01985
0,2001-01-11,UD27331,Nevada,Bachelor,Employed,M,33701,Suburban,Single,3,14,Extended,88,Personal Auto,Personal L3,22,1,Offer1,Four-Door Car,Medsize,Agent,460.815578,3241.838403
0,1/22/11,HC52114,California,Bachelor,Unemployed,F,0,Suburban,Single,0,21,Basic,63,Corporate Auto,Corporate L1,27,4,Offer3,Four-Door Car,Small,Branch,462.63613,4344.99018
1,2/22/11,WG50184,Arizona,Doctor,Employed,F,68931,Urban,Married,0,32,Basic,66,Corporate Auto,Corporate L3,30,7,Offer2,Four-Door Car,Medsize,Branch,309.577946,5332.462694
0,2/19/11,BQ99053,Oregon,College,Unemployed,M,0,Suburban,Married,0,1,Premium,105,Personal Auto,Personal L1,37,4,Offer4,Four-Door Car,Medsize,Web,504,7692.456014
0,2001-07-11,IY77611,Arizona,High School or Below,Unemployed,M,0,Suburban,Single,1,22,Basic,115,Corporate Auto,Corporate L3,15,2,Offer1,SUV,Medsize,Call Center,828,26223.81193
0,2002-11-11,ER24015,Arizona,College,Employed,M,29318,Suburban,Single,5,29,Premium,198,Personal Auto,Personal L3,96,1,Offer2,SUV,Medsize,Agent,1386.824722,6930.625422
0,2001-01-11,SG71810,Oregon,College,Employed,F,41503,Rural,Married,0,28,Basic,73,Personal Auto,Personal L3,69,2,Offer1,Two-Door Car,Small,Agent,15.001594,11610.25439
0,2001-04-11,OQ10108,Oregon,High School or Below,Unemployed,M,0,Suburban,Married,0,16,Extended,126,Personal Auto,Personal L2,69,8,Offer1,SUV,Small,Branch,604.8,8937.118615
0,2/25/11,ON45263,California,Bachelor,Unemployed,F,0,Suburban,Divorced,0,9,Basic,69,Personal Auto,Personal L1,68,1,Offer1,Two-Door Car,Small,Call Center,427.25055,2462.859762
1,1/15/11,RD15786,Oregon,Bachelor,Retired,M,25905,Suburban,Divorced,0,21,Basic,63,Personal Auto,Personal L3,12,1,Offer1,Four-Door Car,Large,Agent,302.4,2300.691547
0,2001-07-11,TU64352,Oregon,College,Unemployed,F,0,Suburban,Single,0,18,Basic,116,Personal Auto,Personal L1,86,1,Offer1,Sports Car,Medsize,Agent,835.2,4078.023331
0,1/30/11,CR12479,Nevada,College,Employed,F,40046,Rural,Divorced,0,10,Basic,73,Personal Auto,Personal L2,51,1,Offer1,Four-Door Car,Small,Agent,118.509791,2868.598866
1,1/29/11,AW36627,California,High School or Below,Employed,F,58577,Urban,Married,0,6,Basic,110,Personal Auto,Personal L3,62,1,Offer1,SUV,Medsize,Agent,303.872752,4428.031583
0,1/13/11,UD31660,California,Bachelor,Employed,M,70129,Rural,Married,1,24,Premium,103,Personal Auto,Personal L2,57,1,Offer1,Four-Door Car,Medsize,Branch,130.495798,4061.590219
0,2002-02-11,QL18084,Nevada,Master,Employed,M,91268,Urban,Married,0,32,Extended,229,Corporate Auto,Corporate L2,62,5,Offer2,Luxury Car,Small,Agent,737.737825,18504.2801
1,2/14/11,DJ11965,California,College,Retired,F,12902,Suburban,Divorced,0,3,Extended,139,Personal Auto,Personal L3,51,1,Offer1,Sports Car,Medsize,Agent,667.2,4904.894731
0,2/28/11,LT16517,Oregon,High School or Below,Employed,F,62053,Urban,Married,0,3,Extended,134,Personal Auto,Personal L3,89,5,Offer1,SUV,Medsize,Web,614.03209,10827.87278
0,2002-01-11,JG77605,Nevada,Bachelor,Employed,F,30389,Urban,Married,0,34,Basic,73,Personal Auto,Personal L1,66,4,Offer2,Four-Door Car,Medsize,Web,278.932051,5745.121547
0,1/29/11,PD94851,Nevada,Bachelor,Medical Leave,M,15585,Rural,Married,0,22,Basic,65,Personal Auto,Personal L3,24,1,Offer1,Two-Door Car,Medsize,Agent,67.618365,2423.259778
1,1/25/11,NK27819,Arizona,College,Retired,M,23091,Suburban,Married,5,28,Extended,96,Personal Auto,Personal L3,90,5,Offer1,Four-Door Car,Medsize,Agent,460.8,5926.729379
1,1/28/11,PL28709,California,College,Medical Leave,F,22571,Suburban,Single,0,29,Basic,63,Personal Auto,Personal L3,51,9,Offer2,Four-Door Car,Large,Web,302.4,4605.036646
0,1/17/11,DY35560,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,0,0,Basic,61,Personal Auto,Personal L3,62,1,Offer1,Four-Door Car,Small,Agent,691.677138,2132.771675
0,2002-04-11,LX23185,Oregon,College,Unemployed,F,0,Suburban,Single,3,14,Extended,82,Personal Auto,Personal L3,56,1,Offer1,Two-Door Car,Medsize,Branch,393.6,2643.71574
0,2/20/11,NA39347,California,College,Employed,M,73976,Urban,Divorced,0,27,Basic,73,Personal Auto,Personal L2,84,3,Offer2,Four-Door Car,Medsize,Web,338.529369,5824.224192
0,2/17/11,SI32097,Oregon,Bachelor,Employed,F,30814,Suburban,Married,0,8,Extended,87,Personal Auto,Personal L1,96,3,Offer2,Four-Door Car,Medsize,Branch,417.6,6889.6161
0,1/17/11,JD50909,Arizona,Bachelor,Employed,F,80681,Suburban,Married,0,31,Basic,74,Corporate Auto,Corporate L3,12,1,Offer2,Four-Door Car,Medsize,Agent,355.2,3008.099115
0,2002-07-11,FB55024,Oregon,High School or Below,Employed,F,60934,Suburban,Married,0,15,Extended,82,Personal Auto,Personal L3,64,1,Offer2,Two-Door Car,Large,Call Center,393.6,3286.171949
0,2002-05-11,NQ51389,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,2,19,Basic,62,Corporate Auto,Corporate L1,3,2,Offer4,Two-Door Car,Medsize,Agent,446.4,13552.77776
0,2002-01-11,EA23961,California,College,Employed,F,80797,Urban,Married,0,21,Basic,64,Personal Auto,Personal L1,47,9,Offer2,Four-Door Car,Small,Web,300.940297,5166.190278
0,2/28/11,RQ78687,Oregon,College,Employed,M,89410,Rural,Divorced,0,11,Basic,74,Personal Auto,Personal L2,50,1,Offer2,Four-Door Car,Medsize,Agent,95.997363,2945.998877
0,2002-04-11,ZE42703,Nevada,Bachelor,Employed,M,52728,Suburban,Divorced,1,34,Extended,127,Corporate Auto,Corporate L3,34,1,Offer1,SUV,Medsize,Branch,609.6,4863.470811
0,1/15/11,LZ34164,Nevada,Bachelor,Employed,F,43199,Suburban,Married,0,23,Basic,61,Personal Auto,Personal L3,31,3,Offer4,Four-Door Car,Medsize,Call Center,334.007478,4892.617128
0,1/13/11,CO44659,Arizona,Bachelor,Employed,F,43510,Urban,Married,0,8,Extended,83,Personal Auto,Personal L3,75,1,Offer3,Four-Door Car,Medsize,Agent,238.088581,3337.59441
1,1/21/11,YQ53901,Washington,Bachelor,Employed,F,28909,Suburban,Married,0,15,Basic,66,Personal Auto,Personal L3,66,8,Offer1,Two-Door Car,Medsize,Agent,456.702735,5246.278375
1,2/23/11,LX46285,Oregon,Master,Unemployed,F,0,Suburban,Single,0,15,Extended,122,Personal Auto,Personal L2,47,9,Offer1,Sports Car,Medsize,Branch,650.52179,9031.214859
0,1/29/11,GH90738,Oregon,Bachelor,Employed,F,71176,Urban,Married,2,3,Extended,91,Personal Auto,Personal L2,62,1,Offer2,Two-Door Car,Medsize,Web,278.072755,3580.076125
0,2001-07-11,FK10455,California,Bachelor,Employed,M,84429,Rural,Married,0,11,Extended,123,Personal Auto,Personal L2,2,6,Offer2,SUV,Medsize,Call Center,115.07234,9802.548509
0,2/23/11,GJ77362,California,Bachelor,Employed,M,61613,Rural,Married,1,6,Basic,61,Special Auto,Special L3,20,9,Offer1,Four-Door Car,Medsize,Call Center,40.562432,4825.651946
0,2/23/11,WJ26538,California,Master,Employed,M,68370,Urban,Married,0,0,Extended,80,Personal Auto,Personal L2,45,1,Offer3,Four-Door Car,Medsize,Agent,244.158446,3203.303695
0,2002-09-11,IN67175,California,College,Employed,F,52389,Suburban,Married,1,29,Basic,72,Personal Auto,Personal L3,8,9,Offer1,Four-Door Car,Medsize,Agent,345.6,5659.139938
0,1/18/11,LA52988,Oregon,High School or Below,Employed,F,64478,Rural,Married,0,30,Basic,103,Personal Auto,Personal L3,92,1,Offer2,SUV,Medsize,Branch,8.281829,4144.868939
1,2002-01-11,ZH89968,Washington,High School or Below,Employed,F,59207,Suburban,Single,0,23,Premium,116,Personal Auto,Personal L2,21,2,Offer1,Four-Door Car,Medsize,Agent,556.8,13770.97618
0,2002-08-11,YA17061,Nevada,High School or Below,Medical Leave,F,17162,Suburban,Married,0,15,Extended,96,Corporate Auto,Corporate L2,29,1,Offer2,Four-Door Car,Small,Web,460.8,3716.479655
1,2/19/11,NT76210,Nevada,Bachelor,Unemployed,M,0,Suburban,Married,4,1,Basic,101,Personal Auto,Personal L3,83,1,Offer1,SUV,Large,Agent,960.115399,3123.080994
1,2002-05-11,XL58577,California,Bachelor,Retired,M,14973,Suburban,Divorced,0,2,Basic,115,Personal Auto,Personal L2,75,2,Offer1,SUV,Medsize,Branch,828,12168.74492
1,2/15/11,WJ57919,California,College,Employed,M,56342,Suburban,Single,0,12,Basic,69,Special Auto,Special L3,89,1,Offer2,Four-Door Car,Small,Call Center,331.2,2674.730716
1,2001-07-11,FG77231,Oregon,Bachelor,Employed,F,73054,Urban,Married,1,34,Basic,106,Personal Auto,Personal L3,36,2,Offer1,SUV,Medsize,Branch,419.365958,12741.84754
0,2001-02-11,UH32376,Nevada,Bachelor,Medical Leave,M,21586,Suburban,Married,0,6,Premium,106,Personal Auto,Personal L3,5,1,Offer1,Two-Door Car,Small,Branch,1056.291709,4037.547258
0,1/13/11,RA43827,Oregon,High School or Below,Unemployed,F,0,Suburban,Single,0,11,Basic,117,Special Auto,Special L2,63,5,Offer2,SUV,Medsize,Branch,842.4,8628.303301
0,2001-12-11,WA67245,Oregon,High School or Below,Employed,F,24193,Urban,Married,0,26,Premium,185,Personal Auto,Personal L3,79,2,Offer1,Sports Car,Medsize,Branch,785.367947,22093.61618
0,1/19/11,GT65478,Oregon,College,Employed,F,84815,Urban,Married,0,9,Basic,68,Personal Auto,Personal L1,37,2,Offer1,Four-Door Car,Medsize,Agent,279.996658,8217.427595
1,1/15/11,SZ35936,Oregon,High School or Below,Disabled,F,18495,Suburban,Married,0,10,Basic,113,Corporate Auto,Corporate L3,15,2,Offer1,SUV,Large,Branch,542.4,26197.41498
0,2002-11-11,AT41276,California,Bachelor,Employed,M,36554,Suburban,Married,1,6,Basic,70,Personal Auto,Personal L2,62,2,Offer4,Two-Door Car,Small,Call Center,433.38842,8110.536059
0,2/21/11,JD94356,Oregon,Bachelor,Unemployed,F,0,Suburban,Single,0,3,Basic,68,Personal Auto,Personal L2,36,9,Offer1,Four-Door Car,Medsize,Agent,656.959783,4766.367352
1,2001-10-11,PU88199,Oregon,High School or Below,Employed,M,99845,Suburban,Married,1,23,Basic,110,Corporate Auto,Corporate L2,25,8,Offer2,SUV,Medsize,Branch,528,8819.018934
0,1/16/11,OR33365,California,College,Unemployed,F,0,Suburban,Married,0,13,Basic,69,Corporate Auto,Corporate L2,90,3,Offer1,Two-Door Car,Medsize,Agent,344.469652,5171.272924
0,1/21/11,KQ36942,California,Bachelor,Medical Leave,M,10853,Urban,Married,0,11,Basic,104,Corporate Auto,Corporate L3,18,1,Offer2,SUV,Small,Web,350.306385,3896.572719
0,2002-08-11,LN62857,California,Master,Medical Leave,F,23749,Rural,Married,0,20,Extended,77,Personal Auto,Personal L2,6,4,Offer1,Four-Door Car,Medsize,Agent,151.550875,6005.027312
0,2/19/11,GY99465,Oregon,College,Unemployed,F,0,Suburban,Single,2,18,Basic,69,Corporate Auto,Corporate L2,71,2,Offer2,Four-Door Car,Medsize,Branch,331.2,6869.185344
0,2/25/11,JV58396,California,Bachelor,Unemployed,M,0,Suburban,Single,0,29,Extended,88,Personal Auto,Personal L1,19,1,Offer2,Four-Door Car,Small,Agent,422.4,3054.541283
0,2002-09-11,WC83553,Oregon,College,Employed,M,92783,Rural,Married,0,1,Basic,61,Personal Auto,Personal L1,47,6,Offer2,Two-Door Car,Medsize,Agent,6.671268,4874.216555
0,2001-12-11,CB95310,Arizona,Doctor,Employed,F,83502,Suburban,Married,0,25,Basic,68,Personal Auto,Personal L3,36,1,Offer2,Four-Door Car,Medsize,Branch,368.963633,2747.429661
1,2/14/11,YY71144,Oregon,College,Employed,M,83846,Suburban,Married,3,22,Basic,74,Personal Auto,Personal L1,94,2,Offer2,Four-Door Car,Large,Agent,355.2,8717.049833
0,2002-09-11,TP96247,Oregon,High School or Below,Medical Leave,F,18606,Suburban,Married,1,12,Basic,110,Personal Auto,Personal L3,45,1,Offer3,SUV,Medsize,Agent,568.844905,4099.659085
0,2/25/11,HC16500,Arizona,Doctor,Employed,M,72191,Urban,Married,0,19,Basic,68,Personal Auto,Personal L3,48,2,Offer3,Four-Door Car,Medsize,Call Center,209.387509,8189.967712
0,2002-09-11,AM29546,Oregon,College,Employed,M,57733,Suburban,Married,0,24,Basic,66,Personal Auto,Personal L2,66,5,Offer4,Two-Door Car,Medsize,Call Center,393.528054,5225.03143
0,2001-06-11,ZM31116,Arizona,Doctor,Employed,M,63688,Suburban,Married,0,28,Extended,99,Personal Auto,Personal L2,93,6,Offer2,Four-Door Car,Medsize,Branch,475.2,7949.28426
0,2001-03-11,VG40704,California,College,Employed,F,55855,Urban,Married,0,10,Extended,79,Personal Auto,Personal L2,71,1,Offer4,Four-Door Car,Medsize,Branch,272.9955,3135.405606
1,1/28/11,PJ73790,Oregon,Bachelor,Employed,F,60021,Suburban,Married,0,12,Extended,99,Special Auto,Special L1,28,1,Offer2,Four-Door Car,Small,Agent,882.871945,3939.00637
1,2/21/11,KE36052,Arizona,High School or Below,Unemployed,M,0,Suburban,Married,0,17,Basic,73,Corporate Auto,Corporate L1,44,7,Offer2,Two-Door Car,Medsize,Call Center,496.474767,5325.724541
0,2002-02-11,HW97280,California,High School or Below,Employed,M,74300,Urban,Married,0,23,Extended,122,Personal Auto,Personal L3,38,2,Offer2,SUV,Medsize,Web,354.55391,19483.24011
0,2001-07-11,WX10701,Washington,Bachelor,Unemployed,M,0,Suburban,Married,0,6,Extended,96,Corporate Auto,Corporate L3,8,1,Offer3,Four-Door Car,Medsize,Web,460.8,3459.230941
0,1/28/11,CC16034,Oregon,High School or Below,Employed,F,51747,Suburban,Married,0,8,Basic,71,Personal Auto,Personal L3,71,2,Offer2,Four-Door Car,Medsize,Web,340.8,17103.79173
0,2001-07-11,YA83600,Arizona,High School or Below,Employed,F,28887,Suburban,Single,2,16,Basic,73,Personal Auto,Personal L2,15,1,Offer1,Four-Door Car,Medsize,Branch,425.81795,2753.312714
0,2002-08-11,UE10014,Arizona,High School or Below,Unemployed,M,0,Suburban,Single,0,24,Basic,189,Personal Auto,Personal L3,93,6,Offer1,Luxury Car,Small,Agent,1415.579302,12866.89474
0,1/28/11,NV11692,Nevada,Bachelor,Unemployed,F,0,Suburban,Single,3,0,Basic,68,Personal Auto,Personal L3,93,5,Offer2,Four-Door Car,Large,Agent,546.420009,4420.248983
0,1/27/11,XJ52902,Nevada,High School or Below,Employed,M,43540,Rural,Married,0,29,Basic,70,Corporate Auto,Corporate L3,60,1,Offer2,Two-Door Car,Medsize,Call Center,117.585017,2756.472584
