carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
15662,hyundi, IX20,2013,Automatic,50150,Petrol,200,43.6,1.6,6995
14070,vw, Amarok,2015,Automatic,39267,Diesel,260,35.3,2,17990
14254,vw, Arteon,2019,Semi-Auto,4736,Petrol,145,32.8,2,27990
18073,merc, S Class,2019,Automatic,1350,Diesel,145,48.7,3,60970
16430,vw, Scirocco,2016,Manual,38452,Diesel,20,67.3,2,13690
17669,vauxhall, Combo Life,2019,Manual,9004,Diesel,145,53.3,1.5,13798
13614,vw, CC,2013,Manual,43067,Diesel,125,58.9,2,9498
14937,ford, Edge,2017,Semi-Auto,22765,Diesel,200,47.9,2,21999
17519,bmw, Z4,2020,Semi-Auto,11,Petrol,145,38.7,2,29990
13580,ford, KA,2013,Manual,41109,Petrol,30,57.7,1.2,4499
19538,merc, CLS Class,2017,Automatic,72383,Diesel,160,51.4,3,20886
15715,bmw, X7,2019,Semi-Auto,5349,Diesel,145,33.6,3,72798
18419,bmw, M3,2018,Semi-Auto,10222,Petrol,145,34,3,42202
18502,hyundi, IX20,2017,Automatic,22691,Petrol,160,43.5,1.6,10350
17898,hyundi, IX20,2013,Manual,42320,Petrol,145,45.6,1.4,6000
18807,bmw, X6,2020,Semi-Auto,9612,Diesel,145,34.9,3,55500
14434,hyundi, IX20,2013,Manual,35954,Petrol,150,45.6,1.4,5498
17712,toyota, Prius,2017,Automatic,12983,Hybrid,135,94.1,1.8,20490
13059,vw, Caddy Maxi Life,2019,Semi-Auto,13349,Diesel,145,46.3,2,18999
18997,vw, Arteon,2019,Automatic,7273,Petrol,145,48.7,1.5,22499
12290,skoda, Rapid,2017,Manual,36348,Petrol,30,57.7,1.2,7995
17275,vauxhall, Combo Life,2019,Manual,9381,Diesel,145,53.3,1.5,13998
14417,toyota, Prius,2016,Automatic,37908,Hybrid,0,94.1,1.8,18490
14832,vw, Scirocco,2014,Manual,48501,Petrol,160,44.1,1.4,8690
13425,toyota, Verso,2016,Automatic,15030,Petrol,200,42.8,1.8,12970
17247,ford, Galaxy,2019,Manual,2725,Diesel,145,55.4,2,26360
18707,bmw, Z4,2020,Semi-Auto,2200,Petrol,145,38.7,2,32495
14241,skoda, Yeti,2016,Automatic,18452,Petrol,125,51.4,1.2,10494
12336,audi, A7,2013,Automatic,76597,Diesel,200,47.9,3,14699
13272,vw, CC,2015,Semi-Auto,60717,Diesel,125,58.9,2,10110
16905,bmw, 6 Series,2017,Automatic,28062,Diesel,145,48.7,3,24499
19400,ford, Tourneo Connect,2016,Manual,24939,Diesel,30,61.4,1.5,11298
12337,toyota, Verso,2011,Manual,47570,Petrol,200,41.5,1.6,6795
16133,vauxhall, Combo Life,2019,Manual,1001,Diesel,145,50.4,1.5,17445
12149,hyundi, IX20,2017,Automatic,4076,Petrol,145,43.5,1.6,11199
17445,merc, V Class,2018,Manual,18831,Diesel,145,46.3,2.1,20498
12065,ford, Tourneo Connect,2016,Automatic,36145,Diesel,125,56.6,1.5,13250
15517,ford, Galaxy,2017,Manual,27678,Diesel,125,56.5,2,18495
14863,vw, Arteon,2018,Automatic,7500,Diesel,145,50.4,2,24500
14347,ford, Galaxy,2018,Semi-Auto,34715,Diesel,145,52.3,2,18000
16211,vw, Beetle,2016,Automatic,15443,Petrol,125,53.3,1.2,12000
13441,vauxhall, GTC,2017,Manual,25798,Diesel,30,65.7,1.6,9395
15041,vw, Scirocco,2017,Manual,16491,Diesel,145,55.4,2,16491
12428,toyota, Hilux,2014,Manual,93334,Diesel,260,38.7,2.5,9694
15582,hyundi, Santa Fe,2020,Semi-Auto,5000,Diesel,145,39.2,2.2,36995
15101,bmw, Z4,2015,Semi-Auto,39887,Petrol,200,41.5,2,15980
16415,skoda, Kamiq,2020,Manual,986,Petrol,145,47.1,1.5,18991
17168,skoda, Yeti,2013,Manual,73000,Diesel,200,47.1,2,7999
13862,vauxhall, Combo Life,2019,Manual,10500,Petrol,145,42.2,1.2,14980
17949,hyundi, I800,2019,Manual,1200,Diesel,145,31.7,2.5,23995
14482,vw, Scirocco,2017,Manual,12367,Diesel,145,53.3,2,16998
14167,hyundi, I40,2017,Manual,30000,Diesel,150,67.3,1.7,10995
12303,vw, Arteon,2018,Semi-Auto,4350,Diesel,145,52.3,2,22785
18677,vw, Arteon,2020,Semi-Auto,2000,Diesel,145,53.3,2,30000
14941,vw, Scirocco,2014,Manual,39864,Diesel,20,55.4,2,11500
18320,ford, Puma,2019,Manual,2029,Petrol,145,50.4,1,22500
13565,ford, Edge,2018,Manual,15413,Diesel,145,47.9,2,22000
17581,ford, Grand C-MAX,2018,Manual,21643,Petrol,145,47.9,1,11995
13806,bmw, M4,2019,Automatic,19,Petrol,145,32.5,3,48989
13880,ford, KA,2015,Manual,49942,Petrol,30,57.7,1.2,4450
15974,skoda, Roomster,2015,Manual,36198,Petrol,150,49.6,1.2,6995
13893,toyota, Avensis,2017,Manual,36961,Petrol,145,47.1,1.8,11998
19419,hyundi, I800,2019,Automatic,4733,Diesel,145,31.7,2.5,20495
17656,ford, Grand C-MAX,2017,Manual,20292,Petrol,30,54.3,1,12250
15857,bmw, X7,2020,Semi-Auto,7500,Diesel,150,31.4,3,77995
12139,vauxhall, GTC,2014,Manual,52994,Diesel,125,60.1,2,6349
15281,merc, V Class,2019,Semi-Auto,650,Diesel,145,36.7,2,48890
13950,vw, Beetle,2014,Manual,55457,Diesel,30,65.7,1.6,7490
13757,merc, S Class,2018,Automatic,2001,Petrol,145,40.9,3,53000
15844,bmw, i3,2016,Automatic,19995,Hybrid,0,470.8,0,19850
16960,bmw, X4,2019,Semi-Auto,10395,Diesel,150,42.8,2,35480
19127,audi, A7,2020,Semi-Auto,2410,Diesel,145,38.7,3,45890
18961,vw, Scirocco,2016,Manual,23649,Diesel,20,55.4,2,15290
14920,hyundi, IX35,2015,Manual,7000,Petrol,160,44.1,1.6,9950
13151,ford, Tourneo Custom,2017,Manual,51252,Diesel,200,44.8,2,17998
16778,hyundi, I40,2015,Manual,58915,Diesel,30,65.7,1.7,8000
14464,vw, Beetle,2013,Manual,51780,Petrol,150,47.9,1.2,7750
18808,merc, M Class,2015,Automatic,46023,Diesel,205,39.2,2.1,21643
13242,bmw, X6,2016,Semi-Auto,24864,Diesel,205,47.1,3,29480
16817,merc, CLS Class,2016,Automatic,30422,Diesel,145,56.5,2.1,19999
16941,merc, CLS Class,2016,Automatic,46728,Diesel,125,57.7,2.1,18980
16835,ford, Grand C-MAX,2016,Manual,15777,Diesel,30,64.2,1.5,10100
13169,skoda, Rapid,2017,Manual,58971,Petrol,30,57.7,1.2,7991
15308,vw, Arteon,2019,Automatic,15,Diesel,145,50.4,2,27989
12470,bmw, 8 Series,2019,Semi-Auto,12,Diesel,150,39.8,3,57000
13782,vauxhall, Zafira Tourer,2017,Manual,12845,Petrol,205,42.2,1.4,10480
13489,bmw, 7 Series,2012,Automatic,134000,Diesel,250,41.5,3,8750
17250,vw, Beetle,2003,Manual,87000,Petrol,260,40.9,1.6,1300
12348,merc, X-CLASS,2018,Automatic,3161,Diesel,260,31.4,3,39000
15371,skoda, Yeti,2016,Semi-Auto,33800,Petrol,125,51.4,1.2,12995
18729,ford, Galaxy,2005,Manual,114000,Petrol,305,28,2.3,1995
17529,bmw, 8 Series,2020,Semi-Auto,3242,Petrol,150,33.6,3,56990
17525,ford, Grand C-MAX,2015,Manual,58199,Diesel,30,64.2,1.5,9499
18977,bmw, i8,2016,Automatic,10087,Hybrid,0,134.5,1.5,48998
18774,merc, S Class,2019,Automatic,100,Diesel,145,52.3,3,55995
17543,vauxhall, Combo Life,2019,Manual,7742,Diesel,145,53.3,1.5,16490
16450,ford, KA,2017,Manual,10631,Petrol,150,57.7,1.2,8600
18237,vw, Arteon,2017,Semi-Auto,20545,Petrol,145,47.1,2,19795
18128,audi, Q8,2019,Automatic,2040,Diesel,145,33.6,3,51990
18117,audi, A8,2019,Automatic,2931,Diesel,145,40.4,3,37490
17675,toyota, Hilux,2018,Manual,10115,Diesel,265,40.4,2.4,22498
19425,hyundi, Santa Fe,2016,Manual,23828,Diesel,200,47.1,2.2,17298
13592,skoda, Kamiq,2019,Automatic,200,Other,145,43.5,1.5,20980
13093,bmw, 8 Series,2019,Semi-Auto,5529,Diesel,150,40.4,3,51980
17144,skoda, Yeti,2016,Semi-Auto,29089,Petrol,125,51.4,1.2,11995
12819,hyundi, IX20,2016,Manual,29099,Petrol,125,50.4,1.4,8199
16529,ford, Galaxy,2019,Manual,5593,Diesel,150,55.4,2,26500
12530,merc, GL Class,2018,Automatic,14026,Diesel,145,56.5,2.1,20899
15256,vauxhall, Zafira Tourer,2016,Manual,12886,Petrol,200,42.2,1.4,11400
17013,vw, Caravelle,2019,Automatic,2850,Diesel,145,32.8,2,39990
15059,vw, Caddy Maxi Life,2018,Manual,52890,Diesel,145,58.9,2,13498
14018,hyundi, Santa Fe,2019,Semi-Auto,3620,Diesel,145,42.8,2.2,33250
18530,hyundi, Santa Fe,2019,Semi-Auto,3735,Diesel,145,39.2,2.2,33999
17404,audi, S3,2015,Manual,20000,Petrol,205,40.4,2,19940
17837,vauxhall, GTC,2015,Manual,53588,Petrol,160,47.1,1.4,7270
15515,skoda, Kamiq,2019,Automatic,4299,Petrol,145,44.1,1.5,19690
13048,skoda, Yeti,2016,Automatic,29462,Petrol,125,51.4,1.2,11497
18433,toyota, Hilux,2017,Manual,57932,Diesel,260,40.4,2.4,23400
12854,vw, Tiguan Allspace,2019,Semi-Auto,9023,Diesel,150,47.9,2,28991
19144,skoda, Kamiq,2020,Semi-Auto,2500,Diesel,145,52.3,1.6,22500
19600,ford, Grand C-MAX,2017,Manual,23792,Petrol,30,54.3,1,11799
16878,merc, S Class,2016,Automatic,75000,Hybrid,190,42.4,3.5,24880
18848,ford, Edge,2016,Automatic,20028,Diesel,160,48.7,2,19419
19296,toyota, Hilux,2019,Automatic,3350,Diesel,260,2.8,2.4,28495
13517,toyota, Prius,2016,Automatic,27086,Hybrid,10,64.2,1.8,20995
14414,hyundi, I40,2017,Manual,39317,Diesel,145,67.3,1.7,10000
14930,vw, Jetta,2015,Manual,20173,Diesel,20,67.3,2,9298
16095,hyundi, IX20,2017,Manual,12102,Petrol,145,50.4,1.4,9998
12944,audi, A8,2019,Automatic,5000,Diesel,145,40.4,3,50990
18371,toyota, Avensis,2016,Manual,15118,Petrol,160,45.6,1.8,13298
16466,hyundi, Santa Fe,2018,Semi-Auto,17189,Diesel,145,42.8,2.2,21995
15457,vw, Scirocco,2016,Manual,42038,Diesel,30,53.3,2,13495
16055,merc, SLK,2013,Automatic,38490,Diesel,145,56.5,2.1,11300
19415,vw, Scirocco,2015,Manual,34867,Diesel,20,55.4,2,13495
15847,vw, Scirocco,2016,Manual,39022,Diesel,30,64.2,2,15495
13223,vw, CC,2013,Manual,52000,Diesel,30,60.1,2,9995
13297,vw, Caddy Maxi Life,2019,Semi-Auto,12961,Diesel,150,54.3,2,19795
17649,ford, KA,2019,Manual,1818,Petrol,145,47.9,1.2,11495
14709,hyundi, IX20,2012,Manual,32000,Diesel,30,64.2,1.6,5750
16801,skoda, Rapid,2018,Manual,23147,Petrol,145,58.9,1,10990
18143,bmw, X4,2019,Automatic,9921,Diesel,145,42.8,2,38150
15070,bmw, 8 Series,2019,Semi-Auto,2650,Diesel,145,39.8,3,61898
14242,hyundi, IX20,2017,Manual,13217,Petrol,145,50.4,1.4,9798
15451,bmw, X6,2013,Semi-Auto,71522,Diesel,300,38.2,3,15380
13171,skoda, Kamiq,2019,Semi-Auto,3000,Petrol,145,43.5,1.5,20995
19523,bmw, 7 Series,2017,Automatic,73348,Diesel,145,54.3,3,29995
14529,hyundi, Getz,2003,Automatic,59000,Petrol,260,37.2,1.3,2395
12411,ford, Grand Tourneo Connect,2016,Automatic,44785,Diesel,125,56.6,1.5,13500
12134,merc, CLS Class,2019,Semi-Auto,3194,Diesel,145,45.6,2,39999
12517,vw, Scirocco,2014,Manual,63617,Diesel,30,62.8,2,9650
14165,vauxhall, Combo Life,2019,Manual,22,Diesel,145,53.3,1.5,19334
18296,merc, V Class,2019,Automatic,1000,Diesel,150,36.7,2,47990
15366,ford, Galaxy,2017,Automatic,28997,Diesel,145,52.3,2,18425
13501,bmw, 7 Series,2019,Automatic,8546,Diesel,145,41.5,3,55000
14770,ford, Galaxy,2017,Manual,28563,Diesel,125,56.5,2,18500
16076,merc, V Class,2018,Manual,14941,Diesel,145,46.3,2.1,19998
17981,toyota, GT86,2017,Manual,12597,Petrol,145,36.2,2,17990
12795,vw, Jetta,2013,Manual,48501,Diesel,20,67.3,1.6,6891
15961,skoda, Scala,2019,Automatic,1000,Diesel,145,54.3,1.6,19995
19534,skoda, Kamiq,2019,Automatic,500,Petrol,145,44.1,1.5,17950
15698,audi, R8,2020,Semi-Auto,2000,Petrol,145,21.1,5.2,145000
15343,hyundi, Santa Fe,2019,Automatic,5732,Diesel,145,39.2,2.2,33799
16837,hyundi, IX20,2015,Manual,12433,Petrol,125,50.4,1.4,7999
12928,vauxhall, GTC,2016,Manual,25389,Petrol,160,47.1,1.4,7891
18160,merc, X-CLASS,2019,Automatic,9772,Diesel,265,35.8,2.3,22995
12579,bmw, X6,2019,Automatic,4155,Diesel,145,44.8,3,40980
15680,vw, Scirocco,2016,Manual,25832,Diesel,20,55.4,2,13750
16639,vw, Tiguan Allspace,2019,Automatic,5000,Diesel,145,34.9,2,35990
15417,toyota, Avensis,2016,Manual,34501,Petrol,145,47.1,1.8,11498
12059,vauxhall, Combo Life,2019,Manual,2083,Diesel,145,53.3,1.5,16991
16438,bmw, Z4,2013,Automatic,35554,Petrol,205,41.5,2,13700
15571,skoda, Kamiq,2019,Semi-Auto,2950,Petrol,145,43.5,1.5,20790
15894,vauxhall, Agila,2014,Manual,34267,Petrol,30,55.4,1.2,4291
12356,merc, S Class,2019,Automatic,6501,Diesel,145,52.3,3,58990
15035,bmw, X6,2016,Semi-Auto,26782,Diesel,200,44.8,3,30998
15282,merc, M Class,2015,Semi-Auto,47808,Diesel,300,39.2,3,19995
14381,merc, X-CLASS,2017,Automatic,24800,Diesel,260,35.8,2.3,31994
17207,merc, GL Class,2014,Automatic,42719,Diesel,145,55.4,2.1,14999
18287,toyota, Prius,2016,Automatic,61458,Hybrid,0,85.6,1.8,15995
13274,skoda, Yeti,2013,Manual,33000,Diesel,205,47.1,2,8990
16139,vw, Beetle,2014,Manual,64147,Diesel,125,57.6,2,9495
12002,hyundi, Santa Fe,2017,Semi-Auto,32467,Diesel,235,42.8,2.2,18991
14612,ford, KA,2015,Manual,41830,Petrol,30,57.7,1.2,5000
19185,bmw, X4,2016,Automatic,43751,Diesel,145,54.3,2,19250
18574,ford, KA,2013,Manual,35000,Petrol,30,57.7,1.2,4990
13019,merc, CLA Class,2013,Automatic,23369,Diesel,30,62.8,2.1,15275
19593,vauxhall, Combo Life,2019,Manual,2123,Diesel,145,50.4,1.5,15990
18618,vw, Scirocco,2009,Manual,79800,Petrol,260,37.2,2,5999
15542,vauxhall, Combo Life,2019,Manual,5500,Diesel,145,53.3,1.5,18490
15688,vw, Tiguan Allspace,2019,Automatic,5077,Diesel,145,39.2,2,30737
15851,bmw, X6,2018,Semi-Auto,7531,Diesel,145,40.9,3,40322
16796,ford, Tourneo Custom,2018,Manual,6896,Diesel,145,44.8,2,15499
12070,ford, Tourneo Custom,2019,Manual,10450,Diesel,145,31.7,2,29500
12555,vw, CC,2016,Automatic,74360,Diesel,125,56.5,2,11440
12927,skoda, Yeti,2016,Semi-Auto,33033,Petrol,125,51.4,1.2,12299
14082,merc, GLS Class,2020,Semi-Auto,3999,Diesel,145,30.4,3,76980
19247,vw, Arteon,2019,Automatic,2411,Diesel,145,44.1,2,25225
19282,ford, Galaxy,2019,Automatic,8156,Diesel,145,54.3,2,26495
14373,merc, S Class,2015,Semi-Auto,35236,Diesel,200,47.9,3,27498
17075,toyota, Hilux,2017,Manual,53830,Diesel,260,40.4,2.4,18995
12255,merc, CLS Class,2016,Automatic,32611,Diesel,165,49.6,3,22684
13066,merc, S Class,2016,Automatic,54318,Diesel,200,47.9,3,27491
13536,merc, V Class,2020,Semi-Auto,1000,Diesel,145,36.7,2,49879
18283,hyundi, Santa Fe,2016,Manual,37444,Diesel,205,46.3,2.2,15400
18617,bmw, X4,2019,Semi-Auto,10792,Diesel,150,42.8,2,33898
17693,hyundi, IX35,2014,Manual,77877,Diesel,145,53.3,1.7,7189
13370,hyundi, I40,2016,Automatic,27712,Diesel,125,56.5,1.7,11400
16439,hyundi, Santa Fe,2019,Semi-Auto,1173,Diesel,145,39.2,2.2,33900
18084,audi, R8,2019,Automatic,100,Petrol,145,24.1,5.2,125000
19020,hyundi, I40,2019,Manual,12000,Diesel,145,54.3,1.6,15495
17524,bmw, M4,2015,Semi-Auto,26637,Petrol,300,34,3,29990
13531,toyota, Avensis,2012,Manual,23509,Petrol,200,43.5,1.8,8134
18148,hyundi, I40,2015,Manual,53441,Diesel,30,62.8,1.7,8000
15221,ford, KA,2014,Manual,49393,Petrol,30,57.7,1.2,4399
16503,toyota, Prius,2019,Automatic,6133,Hybrid,135,64.2,1.8,22750
18141,toyota, GT86,2019,Semi-Auto,16241,Petrol,145,32.8,2,22200
13339,toyota, Prius,2019,Automatic,6201,Hybrid,135,64.2,1.8,24995
13636,ford, Grand C-MAX,2017,Manual,8913,Petrol,145,54.3,1,13498
12697,vw, Arteon,2020,Semi-Auto,1209,Diesel,145,50.4,2,30490
12775,bmw, 7 Series,2019,Semi-Auto,2919,Diesel,145,41.5,3,52900
16510,toyota, Prius,2016,Automatic,48153,Other,10,64.2,1.8,20000
17416,vw, Caravelle,2019,Semi-Auto,3252,Diesel,145,33.6,2,45490
18731,skoda, Rapid,2016,Manual,46346,Petrol,20,60.1,1.2,6450
12039,hyundi, I40,2015,Manual,53730,Diesel,30,65.7,1.7,8854
18348,bmw, 7 Series,2019,Semi-Auto,9931,Diesel,145,44.1,3,42990
13286,bmw, X4,2016,Semi-Auto,62862,Diesel,205,47.9,3,20998
15927,ford, Edge,2017,Automatic,35000,Diesel,150,48.7,2,20980
14865,audi, A8,2018,Semi-Auto,16850,Diesel,150,50.4,3,34999
19312,hyundi, IX20,2015,Automatic,45908,Petrol,200,43.6,1.6,6750
18059,merc, S Class,2015,Semi-Auto,10284,Diesel,205,47.9,3,28998
12107,bmw, i3,2016,Automatic,8421,Hybrid,0,470.8,0,19490
14993,vw, Scirocco,2017,Semi-Auto,13382,Diesel,145,57.6,2,15290
17134,hyundi, IX35,2011,Manual,72436,Diesel,200,47.9,2,6936
18842,hyundi, Santa Fe,2019,Semi-Auto,17340,Diesel,145,39.2,2.2,31735
14260,vw, Arteon,2019,Semi-Auto,2500,Diesel,145,50.4,2,31490
13918,hyundi, Santa Fe,2020,Semi-Auto,6073,Diesel,145,39.2,2.2,36495
17238,audi, RS5,2019,Semi-Auto,4500,Petrol,145,30.1,2.9,59450
16933,ford, Galaxy,2017,Manual,34206,Diesel,125,56.5,2,18490
14055,vauxhall, Agila,2003,Manual,90000,Petrol,205,43.5,1.2,450
13986,ford, Grand C-MAX,2019,Manual,18065,Petrol,145,47.9,1,12899
17886,merc, GL Class,2015,Manual,27142,Diesel,20,67.3,2.1,15499
14454,audi, Q8,2019,Semi-Auto,9804,Diesel,145,33.6,3,51490
13642,bmw, X4,2015,Automatic,33289,Diesel,200,47.9,3,21437
17990,ford, Edge,2017,Automatic,27471,Diesel,150,48.7,2,20800
19090,vw, CC,2013,Manual,33305,Diesel,125,60.1,2,8399
12642,ford, Galaxy,2017,Manual,35369,Diesel,125,56.5,2,17999
15751,merc, M Class,2011,Automatic,90000,Diesel,555,32.5,3,10750
18978,ford, Grand Tourneo Connect,2019,Manual,11,Diesel,145,46.3,1.5,18490
12438,ford, Grand C-MAX,2018,Manual,13768,Petrol,145,47.1,1,13800
16220,ford, Galaxy,2017,Semi-Auto,27829,Diesel,145,52.3,2,19945
13851,skoda, Yeti,2015,Manual,36671,Petrol,160,46.3,1.2,9500
12533,ford, Galaxy,2014,Automatic,55632,Diesel,160,47.1,2,8000
15130,hyundi, I800,2019,Manual,100,Diesel,145,31.7,2.5,24995
15558,audi, A8,2015,Automatic,41522,Diesel,200,47.9,3,19699
18697,ford, Edge,2016,Semi-Auto,28500,Diesel,200,47.9,2,20500
12876,vw, Amarok,2017,Automatic,27540,Diesel,260,36.2,3,25999
14187,skoda, Rapid,2017,Manual,11550,Petrol,30,57.7,1.2,9750
18983,merc, M Class,2014,Semi-Auto,33271,Petrol,580,23.9,5.5,32995
16426,merc, V Class,2018,Automatic,20527,Diesel,145,45.6,2.1,36498
12008,toyota, Prius,2016,Automatic,32853,Hybrid,10,64.2,1.8,22995
18302,toyota, Avensis,2011,Manual,39512,Petrol,205,42.8,1.8,6245
12990,ford, Galaxy,2017,Semi-Auto,40782,Diesel,145,52.3,2,17995
17831,ford, Grand Tourneo Connect,2019,Manual,6937,Diesel,145,61.4,1.5,17999
14002,vw, Amarok,2017,Automatic,39408,Diesel,260,36.2,3,22795
12802,ford, Mustang,2020,Manual,100,Petrol,145,22.8,5,41000
15248,skoda, Yeti,2016,Manual,27192,Petrol,125,51.4,1.2,10155
17126,bmw, X4,2019,Semi-Auto,4742,Diesel,145,40.9,3,43995
17334,toyota, Prius,2014,Automatic,65282,Hybrid,10,64.2,1.8,16495
17702,merc, CLK,2004,Automatic,113000,Diesel,300,39.2,2.7,2995
14128,vw, Caravelle,2019,Semi-Auto,2198,Diesel,145,47.1,2,40999
18146,audi, A7,2018,Semi-Auto,13082,Petrol,145,39.8,3,35995
16293,merc, GL Class,2017,Automatic,24000,Diesel,200,47.9,2.1,27990
13493,hyundi, I800,2019,Manual,19357,Diesel,145,31.7,2.5,18000
12156,hyundi, Santa Fe,2019,Semi-Auto,6982,Diesel,145,39.2,2.2,33949
18576,skoda, Scala,2019,Automatic,45,Petrol,145,45.6,1.5,17770
18726,audi, A7,2019,Semi-Auto,2055,Diesel,150,35.8,3,49496
18644,skoda, Scala,2019,Manual,4967,Petrol,145,49.6,1,17988
18312,ford, Grand Tourneo Connect,2019,Manual,4842,Diesel,150,61.4,1.5,17999
17605,hyundi, I40,2015,Manual,50500,Diesel,20,67.3,1.7,8499
17991,ford, Mustang,2016,Manual,12000,Petrol,570,20.9,5,26475
16078,ford, Edge,2017,Automatic,26405,Diesel,145,48.7,2,22295
13625,merc, SLK,2014,Semi-Auto,69861,Diesel,145,56.5,2,11100
12948,skoda, Rapid,2014,Manual,49080,Petrol,30,55.4,1.2,5990
19485,vw, Scirocco,2015,Automatic,40022,Diesel,30,57.6,2,14450
18467,vw, Scirocco,2015,Manual,64377,Diesel,30,53.3,2,10492
18397,bmw, M6,2014,Automatic,34000,Petrol,565,28.5,4.4,29000
16363,ford, Edge,2018,Manual,22068,Diesel,145,48.7,2,19498
17095,vw, Arteon,2018,Semi-Auto,25724,Diesel,150,52.3,2,19412
16061,bmw, X4,2020,Semi-Auto,100,Petrol,150,26.9,3,44950
17523,merc, V Class,2018,Automatic,20074,Diesel,150,48.7,2.1,18691
15323,vw, Tiguan Allspace,2019,Semi-Auto,1633,Petrol,150,35.8,1.5,28242
18119,toyota, Avensis,2018,Manual,46168,Diesel,150,67.3,1.6,11290
17805,merc, GLS Class,2020,Semi-Auto,2700,Diesel,145,30.4,3,76469
16377,bmw, X7,2019,Semi-Auto,6506,Diesel,150,31.4,3,77880
14656,ford, Galaxy,2016,Manual,22000,Diesel,125,56.5,2,15750
16069,ford, Tourneo Custom,2017,Manual,48822,Diesel,150,44.8,2,16991
16425,audi, RS3,2019,Automatic,4550,Petrol,150,29.7,2.5,41990
15028,ford, Edge,2017,Semi-Auto,4426,Diesel,145,48.7,2,23380
13726,toyota, Land Cruiser,2015,Automatic,32364,Diesel,325,34.9,3,29795
16976,merc, CLS Class,2016,Automatic,20500,Diesel,125,57.7,2.1,19495
15505,skoda, Rapid,2017,Manual,28360,Petrol,145,61.4,1,9440
15326,merc, CLS Class,2019,Automatic,30000,Diesel,150,47.9,2.9,39995
18595,audi, A7,2016,Semi-Auto,26000,Diesel,160,52.3,3,22990
16645,vw, Scirocco,2015,Manual,46000,Diesel,30,53.3,2,12995
17154,toyota, Prius,2013,Automatic,131000,Hybrid,0,68.9,1.8,9980
16287,skoda, Scala,2020,Manual,1000,Petrol,145,49.6,1,17950
18236,bmw, 7 Series,2019,Automatic,1775,Diesel,145,41.5,3,51950
16452,audi, A8,2018,Automatic,10250,Petrol,145,37.7,3,37000
18449,ford, Grand C-MAX,2016,Semi-Auto,28263,Diesel,125,56.5,2,12650
19134,hyundi, I40,2016,Manual,56001,Diesel,20,67.3,1.7,8731
14929,ford, Tourneo Custom,2018,Manual,11415,Diesel,145,30.1,2,27995
15194,toyota, Avensis,2017,Manual,24459,Petrol,145,47.1,1.8,12498
12154,vw, Arteon,2019,Semi-Auto,3111,Petrol,145,47.1,2,27990
13343,toyota, Land Cruiser,2020,Semi-Auto,3104,Diesel,145,30.1,2.8,52291
15569,ford, Galaxy,2018,Manual,31909,Diesel,145,56.5,2,17990
15084,toyota, Prius,2017,Automatic,19000,Hybrid,0,85.6,1.8,20495
13290,merc, M Class,2009,Automatic,59000,Diesel,555,30.4,3,9990
13527,merc, CLK,2005,Automatic,105000,Diesel,260,43.5,2.1,1995
16277,vauxhall, Combo Life,2019,Manual,5234,Petrol,145,42.2,1.2,13990
12222,vw, Shuttle,2018,Semi-Auto,3768,Diesel,145,45.6,2,28900
13989,vw, Amarok,2016,Automatic,46000,Diesel,265,35.3,2,15991
19452,vw, Caddy Maxi Life,2018,Semi-Auto,3861,Diesel,145,56.5,2,17450
13039,ford, Grand C-MAX,2016,Manual,12884,Petrol,30,54.3,1,10499
15378,vauxhall, GTC,2018,Manual,2305,Petrol,145,47.1,1.4,12495
13180,skoda, Rapid,2015,Manual,24600,Diesel,20,67.3,1.6,7995
19255,bmw, M2,2019,Automatic,2935,Petrol,145,29.1,3,49999
16522,skoda, Yeti,2015,Manual,48870,Diesel,200,48.7,2,9995
13035,merc, CLS Class,2014,Semi-Auto,31815,Diesel,145,54.3,2.1,15998
18395,ford, Edge,2018,Semi-Auto,26602,Diesel,145,48.7,2,20795
14384,vauxhall, GTC,2017,Manual,17378,Petrol,160,47.1,1.4,8250
15332,toyota, Verso,2016,Manual,28781,Diesel,30,62.8,1.6,11295
15230,skoda, Scala,2019,Automatic,506,Diesel,145,54.3,1.6,18710
13407,merc, V Class,2018,Manual,34483,Diesel,145,46.3,2.1,21996
18504,merc, CLS Class,2014,Automatic,100552,Diesel,200,46.3,3,11975
16622,audi, A7,2019,Automatic,984,Diesel,145,38.2,3,35850
14932,bmw, 8 Series,2019,Semi-Auto,88,Petrol,145,24.4,4.4,88980
18522,vw, Scirocco,2016,Manual,60517,Diesel,20,55.4,2,12799
16433,hyundi, IX20,2013,Automatic,50150,Petrol,200,43.6,1.6,6995
18215,bmw, i3,2014,Automatic,37161,Hybrid,0,470.8,0,14182
12263,hyundi, I800,2016,Automatic,51446,Diesel,325,33.6,2.5,14300
15598,bmw, X4,2019,Automatic,5744,Diesel,145,42.8,2,34526
15549,vw, Arteon,2019,Automatic,8092,Diesel,145,37.7,2,33450
16240,vw, Scirocco,2017,Manual,15063,Diesel,145,55.4,2,15190
16091,ford, Grand C-MAX,2011,Manual,73780,Petrol,200,40.9,1.6,5485
14757,vw, Arteon,2019,Semi-Auto,6987,Petrol,145,47.1,2,27491
16779,vw, Scirocco,2015,Manual,28691,Petrol,125,52.3,1.4,10981
12776,toyota, Hilux,2016,Manual,20250,Diesel,265,40.4,2.4,15650
17193,merc, X-CLASS,2017,Automatic,44632,Diesel,265,35.8,2.3,20995
